business_id,name,latitude,longitude,stars,review_count,categories
V6Om7YZhlRQRU7WfuxHq8Q,Beck's Cajun Cafe,39.9533224742,-75.1590000821,4.0,485,"Restaurants, Cajun/Creole"
DOl21AqtT74dUZ3kvXNNcA,Golden Triangle,39.9415201345,-75.1509702725,4.5,159,"Restaurants, Malaysian, Burmese, Asian Fusion, Thai"
I4TFiNX5gTsJBnEGH2Tl8Q,Benna's West,39.931855,-75.168473,3.5,47,"Juice Bars & Smoothies, Sandwiches, Food, Restaurants, Coffee & Tea"
PvT44WlqJLkUrCITo6AjRA,Breakfast Boutique Chestnut Hill,40.0771492176,-75.2087070076,3.0,151,"Breakfast & Brunch, Restaurants"
N1ZXhAVzOzbyCBPEXTaUUw,Tandoor Authentic Indian Restaurant,39.9551144,-75.202451,3.5,148,"Food Delivery Services, Halal, Food, Restaurants, Buffets, Pakistani, Indian"
y44MbCvvtmg1FpkNGSWisw,Tony's Luke,39.8773236045,-75.2436721818,2.5,172,"Cheesesteaks, Restaurants"
xb-qtXVZ7xFr51Se5fAZjg,Saige Café,39.9667910353,-75.1400172338,3.0,14,"Sandwiches, Breakfast & Brunch, Coffee & Tea, Food, Restaurants, Cafes, Juice Bars & Smoothies"
U30ggGzFpXvc2NZYwOW3qg,Mood Cafe,39.9486639126,-75.2158315415,4.5,458,"Cafes, Pakistani, Juice Bars & Smoothies, Restaurants, Ice Cream & Frozen Yogurt, Halal, Indian, Coffee & Tea, Food"
68ThEdiK0eWCEgGEmV9Tng,Southgate,39.9455687,-75.1717901,4.0,323,"Breakfast & Brunch, American (Traditional), Korean, Restaurants, Gastropubs, Nightlife, Bars, Cocktail Bars"
TttFjRQ-8Iz8by4hsD7iOQ,Angelina's,39.940221217,-75.1557966694,4.5,49,"Restaurants, Italian"
di5ihAL9VWoctHelY8kLTQ,Gigi and Big R,39.9512903,-75.1992768,4.0,81,"Restaurants, Food, Caribbean, Food Trucks"
Pb5agnsD9EdCl6yuZp2jJA,O Sole Mio,39.9378287,-75.1482632,4.5,85,"Food, Seafood, Sardinian, Gelato, Restaurants, Pizza, Italian"
Bw0cpnfI-Y9QmjWzqS-oFg,Izumi,39.929738,-75.1633963,4.0,219,"Restaurants, Sushi Bars, Desserts, Food, Japanese"
1w1H1kYUN60zpfdP-0qmGQ,Machismo Burrito Bar,40.0626011,-75.2372078,3.0,30,"Restaurants, Mexican"
3VKE0_-KhU_qMYHxcyVcDg,Just To Serve You Too,40.029648,-75.1322934,3.0,68,"Seafood, Restaurants, Soul Food, Southern"
kgMEBZG6rjkGeFzPaIM4MQ,McDonald's,39.9394402,-75.1668049,2.0,55,"Fast Food, Food, Restaurants, Coffee & Tea, Burgers"
fKDV_dlDhXd7P5kZi97Kng,The Spot,39.9483749,-75.1744886,3.0,80,"Breakfast & Brunch, Pizza, Greek, Restaurants, Food"
XgLrkmIqIrD_pl67lAovEQ,The Bourse,39.9498192516,-75.1486551501,2.0,35,"Food Court, Shopping, Shopping Centers, IT Services & Computer Repair, Local Services, Souvenir Shops, Restaurants"
B6qHZCAs7Nka-1zdjCzAIQ,Butter's Soul Food,39.9741307,-75.1815903,3.0,77,"Food, Caterers, Event Planning & Services, Restaurants, Soul Food"
cLlBDZxYJ1dt1JgMuZnXew,Olly,39.9408776,-75.1511064,4.0,51,"Pizza, Food, Bagels, Sandwiches, Comfort Food, Breakfast & Brunch, Burgers, American (New), Nightlife, Bars, Wine Bars, Restaurants"
V5KiEoH4E86GA2S3RQkf1g,Spice Grill,39.9862724,-75.094699,3.5,12,"Restaurants, Chinese, Asian Fusion"
MMRRS6YhVRx_iN5-JhMRYg,Han Dynasty,39.9567105161,-75.1971027811,4.0,783,"Restaurants, Chinese, Szechuan"
icp_IKE9zIkAqAucyS1vTA,Hakka Beef House,39.9554945,-75.1552563,4.5,33,"Restaurants, Chinese"
A0F-h3xJm_6gHDKcDQwSrQ,Capogiro Gelato,39.9541715545,-75.2013800841,4.0,252,"Pizza, Restaurants, Gelato, Coffee & Tea, Ice Cream & Frozen Yogurt, Food"
ugSVRAKO6mxvsrElFg8USw,México Lindo,39.926402,-75.1575374,4.5,73,"Mexican, Restaurants"
mpVZG520RL-K1YeQi55ZPg,The Blarney Stone,39.9548253,-75.2009783,3.5,46,"Burgers, American (Traditional), Karaoke, Pubs, Restaurants, Nightlife, Bars"
bKppmYKQ_-9cpp2yziB-Qw,Lincoln Chicken Pizza And Grill,39.9738754,-75.1794242,2.5,20,"Cheesesteaks, Chicken Wings, Restaurants, Pizza"
K8b2MQ5Az59-nzvqUfjJEQ,The Farm and Fisherman,39.944935,-75.1606759,4.0,234,"American (New), Restaurants"
PxEiXqMAzzvp8GFlb5EoLg,Grain Exchange,40.059508,-75.190838,3.5,239,"Restaurants, American (New), Nightlife, American (Traditional), Pubs, Southern, Bars, Gastropubs"
w0zKpH49tW6Y-b6ZJzKMFw,Chuck's Alibi,40.061417,-75.0833451,2.0,76,"Food, Restaurants, Seafood"
eqNutOMnPqKa9QDAY6KfEw,J'aime French Bakery,39.948081,-75.1608093,4.5,310,"Food, Juice Bars & Smoothies, Coffee & Tea, Restaurants, Bakeries, Cafes"
8cLbpSZOHnmzxzDNSBGQCA,About BBQ,39.9554168697,-75.1554945434,4.0,14,"Barbeque, Restaurants"
CB7nXPd5h_YLzcgfDo2DCg,Mike's Breakfast,40.045729,-75.11891,3.0,15,"Restaurants, Breakfast & Brunch"
7lwe7n-Yc-V9E_HfLAeylg,Pub & Kitchen,39.9456566,-75.1747733,3.5,615,"Restaurants, Pubs, Food, Bars, American (New), Nightlife"
5m3ND7lNNd6zo-bNQGoXhQ,Three 12 Sport Bar and Lounge,39.9499452,-75.146352,2.5,33,"Lounges, Sports Bars, Bars, Cocktail Bars, Nightlife, Restaurants, American (Traditional)"
7J81xJFlMM244_f05k2egw,Hammerheads Bar & Grille,40.0374692,-75.0417837,2.5,15,"Dive Bars, Restaurants, American (Traditional), Nightlife, Bars"
oBhJuukGRqPVvYBfTkhuZA,Square 1682,39.9508011,-75.1686108,3.5,385,"American (New), Breakfast & Brunch, Bars, Nightlife, Restaurants"
04UD14gamNjLY0IDYVhHJg,Dmitri's,39.9380132,-75.1481307,4.0,273,"Mediterranean, Restaurants, Seafood, Greek"
7sKfrJmjG6unAQeWdQUe2w,Franzone's Pizzeria & Restaurant,40.026465,-75.2244958,3.5,110,"Pizza, Restaurants"
14ZGwnDyydXdSBsLXpSUrA,Vientiane Café,39.9483087,-75.2178905,4.0,304,"Vietnamese, Restaurants, Food, Thai, Coffee & Tea, Laotian"
AY1SyySRyTnBwBdf7qfGxQ,Citi Market place,39.9489105,-75.1630155,4.5,86,"Grocery, Vegan, Food, Vegetarian, Convenience Stores, Restaurants"
9XpU6r6ATXSWYfbU7kibaQ,Passero's Coffee Roasters,39.9542012,-75.1674658,4.5,91,"Coffee & Tea, Restaurants, Food, Coffee Roasteries, Sandwiches"
cz0sBSp8G2R2dqE6cccbuw,Wit or Witout Cheesesteaks,40.0378039,-75.0387664,2.5,37,"Restaurants, Cheesesteaks, Sandwiches"
ld1b8y_PHH6Mn_e7T0u04g,Gachi Sushi and Noodle,39.8946117,-75.2292952,4.0,95,"Noodles, Japanese, Restaurants, Sushi Bars"
ejRuEF2j8_w5qQbwEQ8GfQ,Villagio Pizza Cafe,39.9851818,-75.1067498,3.0,47,"Pizza, Breakfast & Brunch, Restaurants"
zVmW-ohNzhOPiBIeUPL62g,Goody's Pizza,40.0274889,-75.0611831,2.0,25,"Restaurants, Pizza"
T8lxi3V2avTVXCanVkAFNg,Pizza Hut,39.9130548,-75.149704,1.5,25,"Italian, Chicken Wings, Restaurants, Pizza"
fr2qDm_mY1afIGMvqsKUCg,George's Wings,40.0643044322,-74.9868814021,3.5,50,"American (Traditional), Fast Food, Restaurants, Chicken Wings, Food, Seafood, Sandwiches, Wraps, Burgers"
GOSVLhjUT6TnrPhkkmDOpw,Vineyards Cafe,39.969939,-75.163026,4.5,192,"Coffee & Tea, Cafes, Food, Creperies, Internet Cafes, Restaurants, Breakfast & Brunch"
kOHcpCZQd4uNp6G2uE8o2A,PrimoHoagies,39.9209271,-75.1733058,4.0,43,"Delis, Restaurants, Italian, Local Flavor, Sandwiches"
h85b3MFPWyaopMBy8DpBpA,Ron's Caribbean Cuisine,40.0407573,-75.1448014,4.0,142,"Restaurants, Food, Ethnic Food, Cafes, Caribbean, Specialty Food"
w9hS5x1F52Id-G1KTrAOZg,Wiz Kid,39.9509958568,-75.1723086834,4.5,163,"Vegan, Restaurants, Fast Food, Cheesesteaks"
_tADqh3OmH6CzGJWKkru3g,Latin Flavor,39.9422752,-75.1532337,4.5,10,"Latin American, Caribbean, Cuban, Restaurants"
c8rjE6NcfeyzLB_aU1GdMA,Sláinte Pub & Grill,39.954815805,-75.1836068183,3.5,139,"Nightlife, Bars, Restaurants, Irish, Pubs"
mCo2uVTTGYrEhRrkQW-CMw,Empress Garden,39.9539403,-75.1563093,4.0,263,"Taiwanese, Chinese, Noodles, Restaurants"
ydIiHK4TE_wd7gAyifNUAQ,Chinese Restaurant,39.9538392,-75.1563293,4.5,27,"Restaurants, Chinese"
afsP-p_pr4ikrboB5MtUzQ,Los Compadres,39.9553865,-75.1910637,4.0,12,"Mexican, Italian, Food Trucks, Restaurants, Food"
7MaaaorooHRAqkQXcTqmrg,Nannie Francos Pizza,39.922527,-75.1644732,3.0,13,"Pizza, Restaurants"
tVxL-Ygzwp8NMuxwvNmWRA,Los Potrillos,40.0123759,-75.1124633,4.0,17,"American (Traditional), Spanish, Restaurants, Food Trucks, Mexican, Food"
rVfe1LHo55A2fworkm_jVw,Capofitto,39.9485775068,-75.1450225711,4.5,205,"Bars, Gelato, Breakfast & Brunch, Italian, Food, Nightlife, Restaurants, Pizza"
O6hY9yenifuRXrpc4TfgsQ,The Blue Duck,40.0571673033,-75.0304835714,4.0,495,"Restaurants, American (New), Burgers, Breakfast & Brunch, Sandwiches"
-V0vIgo6196MDn_x3ZaYmA,La Creperie Cafe,39.9506242,-75.1697297,3.5,146,"Restaurants, Cafes, Creperies"
ZMJz4ekxrcZdhBcnK4B_6g,Kurry Shack,39.9229257,-75.1525267,3.5,29,"Vegetarian, Specialty Food, Health Markets, Halal, Indian, Restaurants, Food"
kLS3Sth5HvO0IjrXCCvXxA,Wawa,39.953351,-75.172624,2.5,45,"Food, Automotive, Convenience Stores, Coffee & Tea, Gas Stations, Sandwiches, Restaurants"
sdWuLh-auc0nC2Jy6_26AQ,The Black Sheep Pub & Restaurant,39.9484223,-75.1692901,3.5,339,"Bars, Pubs, Irish Pub, Nightlife, Sports Bars, Restaurants, American (New)"
jFmS7S0kU5ZQHSm4jqymQw,Vegetate,39.9539284,-75.1886632,3.0,19,"Sandwiches, American (New), Vegetarian, Vegan, Breakfast & Brunch, Restaurants"
3CsBRtDT5WOUu8IY0mHhXw,Slices Pizza,40.0096537,-75.1954732,4.0,122,"Pizza, Food, Restaurants"
REns5fQe45Nk_D2UwQyr0w,Barra Restaurant,39.948818,-75.1456539,2.5,117,"Restaurants, Bars, Pizza, Nightlife, Italian"
1NCUTTp6rIyXpwUDVv9qOA,Lazos Pizza & Grill,39.9727751034,-75.1789870874,4.0,176,"Pizza, American (Traditional), Restaurants, Italian"
HHWTWs8sa7cE3ksH3_BCTw,Fa Caldo Caffe,39.9280696,-75.1602342,4.5,19,"Coffee & Tea, American (New), Restaurants, Food"
qHCfhWPyb1GXpzq9Wk3Vkg,New England Pizza,40.0400368,-75.0662936,3.0,22,"Pizza, Restaurants"
OP-m-Kq-1aEWrrlaszFi9w,Ramble Pizza,39.9793657,-75.1253492,4.5,19,"Restaurants, Pizza, Food, Food Trucks"
mUIBtlWNPD7sz3rGGWQ1RA,Kanella,39.9463322,-75.1579478,4.5,579,"Mediterranean, Food, Greek, Restaurants, Breakfast & Brunch"
_FlhRk9KjdXyE0sLxUdEBQ,Commonwealth Kitchen,40.04186,-75.0275663,3.5,38,"Cheesesteaks, Restaurants, Pizza, American (Traditional)"
dSPA4yql9vUwnYRxHiVtHA,Makiman Sushi,39.9466853,-75.1639951,3.5,209,"Sushi Bars, Japanese, Restaurants"
Utc1KFuFQ-wwLiUTj5FvmA,Domino's Pizza,39.9178706,-75.1869588,2.0,26,"Sandwiches, Pizza, Restaurants, Chicken Wings"
Tdz-vjDRKI6LRzyaW3BMkg,Charlie's Roast Pork,39.9315335419,-75.1496175304,4.5,30,"Restaurants, Breakfast & Brunch, Sandwiches"
gq4zw-ru_rkZ2UBIanaZFQ,McDonald's,39.9720955382,-75.1588091254,1.0,38,"Fast Food, Food, Burgers, Coffee & Tea, Restaurants"
BWITd9JUXP3gSi1z3Y-z8g,In Riva,40.0078746,-75.1924072,4.0,729,"Italian, Food, Nightlife, Pizza, Bars, Cocktail Bars, Beer, Wine & Spirits, Restaurants"
4EDFnzdMBdrL4tujAA2QZQ,Philippine Jeepney Grill,40.0575027,-75.0525701,3.5,12,"Specialty Food, Food, Filipino, Restaurants, Ethnic Food"
8LonS_bxNmCDk3FWiG9lzA,Tomo Sushi & Ramen,39.951923,-75.144335,4.5,193,"Japanese, Restaurants, Ramen, Sushi Bars"
Ydo8zFl1PaO--g5zwyVyVg,Loco Lucho's Latino Kitchen,39.9531593,-75.1590984,3.5,40,"Spanish, Restaurants, Latin American, Puerto Rican, Caribbean, Cuban"
xruWHK8Z5N0JWyQubLHjgA,Potito's Italian American Pastries,39.9210221,-75.1744313,3.5,88,"Food, Restaurants, Bakeries"
TFnGJlA5l_HDdzGDkNTdTA,Smiths Restaurant and Bar,39.9522486027,-75.1716919961,3.0,225,"American (New), Bars, Nightlife, Lounges, Restaurants"
dO4iyNK2KzLMe1kXLCskbw,St. Declan's Well,39.952126,-75.186438,3.5,30,"Nightlife, Music Venues, Irish, Pubs, Irish Pub, Arts & Entertainment, Food, Restaurants, Breweries, Bars, Beer, Wine & Spirits"
2er_V-oAd7IbQ5YTY56r7A,Bareburger - Midtown Village,39.9489334,-75.1595088,4.0,622,"Restaurants, Burgers, American (New), Food, American (Traditional), Nightlife, Bars, Cocktail Bars, Salad"
FmQygwfW_x8AkEWLXESezQ,Dough Boy Pizza,40.036154,-75.0881369,4.5,11,"Restaurants, Pizza"
I5KZm-NnxYeEQsmp6nK5_w,Las Cazuelas Restaurant BYOB,39.9698623,-75.1439919,4.0,338,"Food, Tacos, Mexican, Latin American, Restaurants, Spanish"
P8QLcGZZOPgl9w_3ARBKiQ,Hai Street Kitchen & Co,39.954687,-75.202181,3.5,100,"Japanese, Asian Fusion, Restaurants"
zUJMvjK6aBeQtVCowZ85-w,Panasian Buffet,40.0308845266,-75.1041150063,3.5,62,"Pan Asian, Japanese, Buffets, Restaurants, American (Traditional), Chinese, Seafood"
WZPCfTRiN4ipajP7gFfziA,The Centennial Cafe,39.9849894194,-75.2161406602,3.5,26,"Restaurants, Coffee & Tea, Food, Breakfast & Brunch, Sandwiches"
eJhXqSKaYzDS4WBeDq8vEQ,Bistro La Bête,39.9280043,-75.1600446,5.0,15,"French, Restaurants"
6jNFUIKiCCKnLCpGJpkyrg,McDonald's,40.0323183,-75.106562376,1.0,22,"Fast Food, Restaurants, Food, Coffee & Tea, Burgers"
zwTmOj4B_OVPMTMYijQiKg,Queen Sheba,39.9489954358,-75.2135489881,4.0,64,"Nightlife, Restaurants, Sports Bars, Bars, Ethiopian"
UhIdCsdiWS4K0EkbvVdlAw,Ed's Pizza House,40.0474259,-75.1507643,1.5,24,"Restaurants, Pizza"
Bih0eT_lbbCUwKmGYpX0hw,Ricci's Hoagies,39.9353601,-75.1615836,4.0,67,"Restaurants, Italian, Sandwiches"
qot32tHVWZpiJibLTwQGyw,Pina's Pizza,40.0694581,-75.2398454,3.5,47,"Restaurants, Italian, Pizza, Seafood"
RI33oswGDkIsc0fuQ8GzjA,Oregon Steaks,39.91579,-75.1653879,3.5,184,"Restaurants, Cheesesteaks, Sandwiches, Steakhouses, Local Flavor"
ukt4QdEiwDubi991eF75TA,Paseo Tapas Bar,39.9684914,-75.176962,2.5,11,"Tapas Bars, Restaurants"
E-DcL1u330qwvoxXhipmUQ,George's Sandwich Shop,39.9388315986,-75.1579846257,4.0,93,"Italian, Cheesesteaks, Restaurants, Sandwiches"
GUNpbcLvHZLE3NpOifjNUQ,Slate,39.9519011,-75.175709,3.0,124,"Restaurants, Bars, American (New), Nightlife"
eFvzHawVJofxSnD7TgbZtg,Good Karma Cafe,39.9446092,-75.1578331,4.0,249,"Food, Cafes, Coffee & Tea, Restaurants"
NOPk3f5TedR-fw9HO4VJlQ,Athenian Restaurant,40.0259565956,-75.0442917475,4.0,27,"Food, American (New), Diners, Restaurants, American (Traditional)"
zYty3y2eQZQfdCSzyUUbzw,Valley Shepherd Creamery,39.953168623,-75.1589321091,4.5,32,"American (New), Grocery, Specialty Food, Cheese Shops, Food, Restaurants"
c6r29yLfVhZaSyrtsNVLRQ,The Palace of Indian,39.9299499,-75.1629175,4.0,88,"Restaurants, Indian"
mNu6xYO2bn-rvacN12h9WA,In & Out Pizza,40.0700275,-75.1575821,2.0,36,"Pizza, Restaurants"
SIoCIxjn4jLt2O-4DajWJw,Mac's Tavern,39.949794,-75.144739,3.5,446,"Nightlife, Restaurants, American (New), Bars, Pubs"
pj8Y-5vfbRitnnm2xJFH9w,Jamaican Jerk Hut,39.944275,-75.166787,2.5,276,"Caribbean, Restaurants"
XpTNCVbO5wL1DtDyKzKqfA,Holmesburg Bakery,40.0410115,-75.0284172,4.0,79,"Restaurants, Food, Bakeries"
eoooZrFnFZhRVuBH_LGcQw,A Taste of Jamaica,40.0638727,-75.1524294,3.5,14,"Caribbean, Southern, Restaurants"
skW4boArIApRw9DXKXukkA,Champps Penn's Landing,39.9206642975,-75.1416778564,2.5,38,"American (Traditional), Sandwiches, Restaurants"
fYXCk6Usfd2wzyaBBIM4dw,Rasavat,40.0859735,-75.0463612,5.0,28,"Restaurants, Indian"
6LCZLGa09Qifn6rG7-DNrg,Erawan Thai Cuisine,39.953793,-75.155832,3.5,180,"Thai, Restaurants"
_kSaLnFZIEpOZEg6ZIxKvQ,High Point Cafe,39.9673949,-75.1696764,4.0,28,"Coffee & Tea, Creperies, Bakeries, Cafes, Food, Restaurants"
B2TRCYPklp7a8Ipcz5y-BA,Halal Gyro King,39.95187,-75.159913,4.5,24,"Food Trucks, Halal, Food, Street Vendors, Sandwiches, Middle Eastern, Food Stands, Restaurants"
wAUkOyvAoyE6F7zuQ3g_UA,Flow State CoffeeBar,39.981907,-75.127012,5.0,25,"Gelato, Restaurants, Cafes, Food, Coffee & Tea"
YSQkA13M3dVSrWynCqybaA,The Pink Dolphin,39.9665611,-75.1399345,3.0,36,"Food, Restaurants, Grocery, Delis, Specialty Food, Health Markets"
J-ciDDEdIHMcChGIyKZnOg,Cake Life Bake Shop,39.970468014,-75.1345396622,4.5,241,"Caterers, Cafes, Event Planning & Services, Food, Cupcakes, Bakeries, Restaurants, Desserts"
XBdaG2kQ2Iz9VNGPZokjYg,Maria's Ristorante on Summit,40.0567171,-75.2363521,3.5,98,"Italian, Pizza, Restaurants"
WIv5kTb_P3jnngPkMeRRNw,Jay's Favorite Sushi Bar,39.950303,-75.166856,3.5,97,"Sushi Bars, Restaurants, Japanese"
C_EtrXTygRX5RTUOKtO6Dg,Copabanana,39.9515586,-75.2032578,3.0,334,"Nightlife, Bars, Restaurants, American (Traditional)"
10wt8eSXI_PZfl9dRIiWmg,Rangoli: Vibrant Flavors of India,40.110566,-75.0238988,4.0,89,"Pakistani, Specialty Food, Halal, Restaurants, Indian, Health Markets, Vegetarian, Vegan, Ethnic Food, Food"
AbtYqoBGuvlWmR1gU0c3XA,Foodery,39.9448121788,-75.158305077,3.5,113,"Food, Delis, Beer, Wine & Spirits, Restaurants"
7x76ngzub3j4PijMHm71nQ,Fratelly Pizza & Restaurant,40.0478786128,-75.0593309498,2.0,20,"Pizza, Italian, Sandwiches, Restaurants"
vA5MHe9LqNQcp8k_CaFkHg,Dagwood's Pub,40.0506387,-74.9997615712,4.0,123,"Restaurants, Pubs, Nightlife, Bars, Seafood"
NDHgJsy-4Lb6WhERPXPs0A,Alena’s Cafe,40.0513741,-75.1849412,5.0,29,"Cafes, Restaurants"
gIdsoqeal31OEuBXhAaPPw,Cornerstone Inn,40.033236,-75.215314,3.5,10,"Breakfast & Brunch, American (Traditional), American (New), Restaurants, Sports Bars, Bars, Nightlife"
WA2dW8HafdFte-dEWStZzg,Kato's Cajun,39.9515705,-75.1680038,2.5,18,"Cajun/Creole, Restaurants"
-OIUunijjcq_ZzyyQhPPFQ,Zorba's Taverna,39.9671642,-75.1748969,4.5,510,"Restaurants, Greek, Mediterranean"
