business_id,date,daily_review_count
-ATiAtTikuGuqvaW2O6tNA,2014-03-07,1
-ATiAtTikuGuqvaW2O6tNA,2014-03-08,1
-ATiAtTikuGuqvaW2O6tNA,2014-03-10,1
-ATiAtTikuGuqvaW2O6tNA,2014-03-11,1
-ATiAtTikuGuqvaW2O6tNA,2014-03-16,1
-ATiAtTikuGuqvaW2O6tNA,2014-03-18,1
-ATiAtTikuGuqvaW2O6tNA,2014-03-19,1
-ATiAtTikuGuqvaW2O6tNA,2014-03-21,1
-ATiAtTikuGuqvaW2O6tNA,2014-03-22,1
-ATiAtTikuGuqvaW2O6tNA,2014-03-23,2
-ATiAtTikuGuqvaW2O6tNA,2014-03-26,1
-ATiAtTikuGuqvaW2O6tNA,2014-03-31,1
-ATiAtTikuGuqvaW2O6tNA,2014-04-03,1
-ATiAtTikuGuqvaW2O6tNA,2014-04-06,1
-ATiAtTikuGuqvaW2O6tNA,2014-04-17,1
-ATiAtTikuGuqvaW2O6tNA,2014-04-22,1
-ATiAtTikuGuqvaW2O6tNA,2014-05-05,2
-ATiAtTikuGuqvaW2O6tNA,2014-05-08,1
-ATiAtTikuGuqvaW2O6tNA,2014-05-16,1
-ATiAtTikuGuqvaW2O6tNA,2014-06-05,1
-ATiAtTikuGuqvaW2O6tNA,2014-06-06,1
-ATiAtTikuGuqvaW2O6tNA,2014-06-17,1
-ATiAtTikuGuqvaW2O6tNA,2014-06-22,1
-ATiAtTikuGuqvaW2O6tNA,2014-06-25,2
-ATiAtTikuGuqvaW2O6tNA,2014-06-27,1
-ATiAtTikuGuqvaW2O6tNA,2014-07-07,1
-ATiAtTikuGuqvaW2O6tNA,2014-07-12,1
-ATiAtTikuGuqvaW2O6tNA,2014-07-14,2
-ATiAtTikuGuqvaW2O6tNA,2014-07-19,1
-ATiAtTikuGuqvaW2O6tNA,2014-07-21,1
-ATiAtTikuGuqvaW2O6tNA,2014-07-27,1
-ATiAtTikuGuqvaW2O6tNA,2014-08-01,1
-ATiAtTikuGuqvaW2O6tNA,2014-08-03,1
-ATiAtTikuGuqvaW2O6tNA,2014-08-07,3
-ATiAtTikuGuqvaW2O6tNA,2014-08-08,1
-ATiAtTikuGuqvaW2O6tNA,2014-08-10,1
-ATiAtTikuGuqvaW2O6tNA,2014-08-19,1
-ATiAtTikuGuqvaW2O6tNA,2014-08-23,1
-ATiAtTikuGuqvaW2O6tNA,2014-10-01,1
-ATiAtTikuGuqvaW2O6tNA,2014-10-06,2
-ATiAtTikuGuqvaW2O6tNA,2014-10-18,1
-ATiAtTikuGuqvaW2O6tNA,2014-11-02,1
-ATiAtTikuGuqvaW2O6tNA,2014-11-10,1
-ATiAtTikuGuqvaW2O6tNA,2014-11-24,2
-ATiAtTikuGuqvaW2O6tNA,2014-12-21,1
-ATiAtTikuGuqvaW2O6tNA,2014-12-22,1
-ATiAtTikuGuqvaW2O6tNA,2014-12-27,1
-ATiAtTikuGuqvaW2O6tNA,2015-01-02,1
-ATiAtTikuGuqvaW2O6tNA,2015-01-11,1
-ATiAtTikuGuqvaW2O6tNA,2015-01-12,1
-ATiAtTikuGuqvaW2O6tNA,2015-01-14,1
-ATiAtTikuGuqvaW2O6tNA,2015-01-18,1
-ATiAtTikuGuqvaW2O6tNA,2015-01-22,1
-ATiAtTikuGuqvaW2O6tNA,2015-02-16,2
-ATiAtTikuGuqvaW2O6tNA,2015-03-01,1
-ATiAtTikuGuqvaW2O6tNA,2015-03-11,1
-ATiAtTikuGuqvaW2O6tNA,2015-03-14,1
-ATiAtTikuGuqvaW2O6tNA,2015-03-15,1
-ATiAtTikuGuqvaW2O6tNA,2015-03-16,1
-ATiAtTikuGuqvaW2O6tNA,2015-03-23,1
-ATiAtTikuGuqvaW2O6tNA,2015-04-03,1
-ATiAtTikuGuqvaW2O6tNA,2015-04-07,1
-ATiAtTikuGuqvaW2O6tNA,2015-04-08,1
-ATiAtTikuGuqvaW2O6tNA,2015-04-19,1
-ATiAtTikuGuqvaW2O6tNA,2015-04-23,1
-ATiAtTikuGuqvaW2O6tNA,2015-04-26,1
-ATiAtTikuGuqvaW2O6tNA,2015-05-03,1
-ATiAtTikuGuqvaW2O6tNA,2015-05-06,1
-ATiAtTikuGuqvaW2O6tNA,2015-05-09,1
-ATiAtTikuGuqvaW2O6tNA,2015-05-13,1
-ATiAtTikuGuqvaW2O6tNA,2015-05-18,2
-ATiAtTikuGuqvaW2O6tNA,2015-05-28,1
-ATiAtTikuGuqvaW2O6tNA,2015-06-05,1
-ATiAtTikuGuqvaW2O6tNA,2015-06-12,1
-ATiAtTikuGuqvaW2O6tNA,2015-06-15,1
-ATiAtTikuGuqvaW2O6tNA,2015-06-17,1
-ATiAtTikuGuqvaW2O6tNA,2015-06-19,1
-ATiAtTikuGuqvaW2O6tNA,2015-06-20,1
-ATiAtTikuGuqvaW2O6tNA,2015-06-30,1
-ATiAtTikuGuqvaW2O6tNA,2015-07-03,1
-ATiAtTikuGuqvaW2O6tNA,2015-07-04,1
-ATiAtTikuGuqvaW2O6tNA,2015-07-05,1
-ATiAtTikuGuqvaW2O6tNA,2015-07-13,1
-ATiAtTikuGuqvaW2O6tNA,2015-07-14,1
-ATiAtTikuGuqvaW2O6tNA,2015-07-23,1
-ATiAtTikuGuqvaW2O6tNA,2015-07-26,1
-ATiAtTikuGuqvaW2O6tNA,2015-08-01,1
-ATiAtTikuGuqvaW2O6tNA,2015-08-02,1
-ATiAtTikuGuqvaW2O6tNA,2015-08-04,1
-ATiAtTikuGuqvaW2O6tNA,2015-08-05,1
-ATiAtTikuGuqvaW2O6tNA,2015-08-12,1
-ATiAtTikuGuqvaW2O6tNA,2015-08-13,1
-ATiAtTikuGuqvaW2O6tNA,2015-08-14,1
-ATiAtTikuGuqvaW2O6tNA,2015-08-19,1
-ATiAtTikuGuqvaW2O6tNA,2015-08-26,1
-ATiAtTikuGuqvaW2O6tNA,2015-09-05,1
-ATiAtTikuGuqvaW2O6tNA,2015-09-06,1
-ATiAtTikuGuqvaW2O6tNA,2015-09-07,2
-ATiAtTikuGuqvaW2O6tNA,2015-09-08,1
-ATiAtTikuGuqvaW2O6tNA,2015-09-14,1
-ATiAtTikuGuqvaW2O6tNA,2015-09-18,1
-ATiAtTikuGuqvaW2O6tNA,2015-09-20,1
-ATiAtTikuGuqvaW2O6tNA,2015-09-25,1
-ATiAtTikuGuqvaW2O6tNA,2015-10-06,1
-ATiAtTikuGuqvaW2O6tNA,2015-10-17,1
-ATiAtTikuGuqvaW2O6tNA,2015-10-24,1
-ATiAtTikuGuqvaW2O6tNA,2015-10-25,2
-ATiAtTikuGuqvaW2O6tNA,2015-11-01,1
-ATiAtTikuGuqvaW2O6tNA,2015-11-03,1
-ATiAtTikuGuqvaW2O6tNA,2015-11-15,1
-ATiAtTikuGuqvaW2O6tNA,2015-11-21,1
-ATiAtTikuGuqvaW2O6tNA,2015-11-22,1
-ATiAtTikuGuqvaW2O6tNA,2015-12-30,1
-ATiAtTikuGuqvaW2O6tNA,2016-01-01,1
-ATiAtTikuGuqvaW2O6tNA,2016-01-04,1
-ATiAtTikuGuqvaW2O6tNA,2016-01-17,2
-ATiAtTikuGuqvaW2O6tNA,2016-01-20,1
-ATiAtTikuGuqvaW2O6tNA,2016-02-10,1
-ATiAtTikuGuqvaW2O6tNA,2016-02-11,2
-ATiAtTikuGuqvaW2O6tNA,2016-03-07,1
-ATiAtTikuGuqvaW2O6tNA,2016-03-11,1
-ATiAtTikuGuqvaW2O6tNA,2016-03-19,1
-ATiAtTikuGuqvaW2O6tNA,2016-03-21,1
-ATiAtTikuGuqvaW2O6tNA,2016-03-26,1
-ATiAtTikuGuqvaW2O6tNA,2016-03-31,1
-ATiAtTikuGuqvaW2O6tNA,2016-04-07,1
-ATiAtTikuGuqvaW2O6tNA,2016-04-15,1
-ATiAtTikuGuqvaW2O6tNA,2016-04-16,1
-ATiAtTikuGuqvaW2O6tNA,2016-04-17,1
-ATiAtTikuGuqvaW2O6tNA,2016-04-22,2
-ATiAtTikuGuqvaW2O6tNA,2016-04-23,1
-ATiAtTikuGuqvaW2O6tNA,2016-04-30,1
-ATiAtTikuGuqvaW2O6tNA,2016-05-06,1
-ATiAtTikuGuqvaW2O6tNA,2016-05-16,1
-ATiAtTikuGuqvaW2O6tNA,2016-05-28,1
-ATiAtTikuGuqvaW2O6tNA,2016-06-01,1
-ATiAtTikuGuqvaW2O6tNA,2016-06-04,1
-ATiAtTikuGuqvaW2O6tNA,2016-06-06,1
-ATiAtTikuGuqvaW2O6tNA,2016-06-22,1
-ATiAtTikuGuqvaW2O6tNA,2016-07-02,1
-ATiAtTikuGuqvaW2O6tNA,2016-07-14,1
-ATiAtTikuGuqvaW2O6tNA,2016-07-26,1
-ATiAtTikuGuqvaW2O6tNA,2016-07-28,1
-ATiAtTikuGuqvaW2O6tNA,2016-08-03,1
-ATiAtTikuGuqvaW2O6tNA,2016-08-13,1
-ATiAtTikuGuqvaW2O6tNA,2016-08-15,1
-ATiAtTikuGuqvaW2O6tNA,2016-08-19,1
-ATiAtTikuGuqvaW2O6tNA,2016-08-23,1
-ATiAtTikuGuqvaW2O6tNA,2016-08-30,1
-ATiAtTikuGuqvaW2O6tNA,2016-09-03,1
-ATiAtTikuGuqvaW2O6tNA,2016-09-06,1
-ATiAtTikuGuqvaW2O6tNA,2016-09-07,1
-ATiAtTikuGuqvaW2O6tNA,2016-09-09,1
-ATiAtTikuGuqvaW2O6tNA,2016-09-13,2
-ATiAtTikuGuqvaW2O6tNA,2016-09-20,2
-ATiAtTikuGuqvaW2O6tNA,2016-10-01,3
-ATiAtTikuGuqvaW2O6tNA,2016-10-08,1
-ATiAtTikuGuqvaW2O6tNA,2016-10-21,1
-ATiAtTikuGuqvaW2O6tNA,2016-10-22,1
-ATiAtTikuGuqvaW2O6tNA,2016-10-27,1
-ATiAtTikuGuqvaW2O6tNA,2016-11-13,1
-ATiAtTikuGuqvaW2O6tNA,2016-11-21,1
-ATiAtTikuGuqvaW2O6tNA,2016-11-26,1
-ATiAtTikuGuqvaW2O6tNA,2016-11-30,1
-ATiAtTikuGuqvaW2O6tNA,2016-12-07,1
-ATiAtTikuGuqvaW2O6tNA,2016-12-10,1
-ATiAtTikuGuqvaW2O6tNA,2016-12-20,1
-ATiAtTikuGuqvaW2O6tNA,2016-12-26,1
-ATiAtTikuGuqvaW2O6tNA,2017-01-06,1
-ATiAtTikuGuqvaW2O6tNA,2017-01-08,1
-ATiAtTikuGuqvaW2O6tNA,2017-01-18,1
-ATiAtTikuGuqvaW2O6tNA,2017-02-02,1
-ATiAtTikuGuqvaW2O6tNA,2017-02-10,1
-ATiAtTikuGuqvaW2O6tNA,2017-02-11,1
-ATiAtTikuGuqvaW2O6tNA,2017-02-20,2
-ATiAtTikuGuqvaW2O6tNA,2017-02-25,1
-ATiAtTikuGuqvaW2O6tNA,2017-03-21,1
-ATiAtTikuGuqvaW2O6tNA,2017-03-24,1
-ATiAtTikuGuqvaW2O6tNA,2017-03-25,1
-ATiAtTikuGuqvaW2O6tNA,2017-03-26,1
-ATiAtTikuGuqvaW2O6tNA,2017-04-03,1
-ATiAtTikuGuqvaW2O6tNA,2017-04-12,1
-ATiAtTikuGuqvaW2O6tNA,2017-04-15,1
-ATiAtTikuGuqvaW2O6tNA,2017-04-26,1
-ATiAtTikuGuqvaW2O6tNA,2017-04-29,1
-ATiAtTikuGuqvaW2O6tNA,2017-05-03,1
-ATiAtTikuGuqvaW2O6tNA,2017-05-04,1
-ATiAtTikuGuqvaW2O6tNA,2017-05-06,1
-ATiAtTikuGuqvaW2O6tNA,2017-05-10,1
-ATiAtTikuGuqvaW2O6tNA,2017-05-11,1
-ATiAtTikuGuqvaW2O6tNA,2017-05-27,1
-ATiAtTikuGuqvaW2O6tNA,2017-06-06,1
-ATiAtTikuGuqvaW2O6tNA,2017-06-08,1
-ATiAtTikuGuqvaW2O6tNA,2017-06-12,1
-ATiAtTikuGuqvaW2O6tNA,2017-06-15,1
-ATiAtTikuGuqvaW2O6tNA,2017-07-21,1
-ATiAtTikuGuqvaW2O6tNA,2017-07-22,1
-ATiAtTikuGuqvaW2O6tNA,2017-07-23,1
-ATiAtTikuGuqvaW2O6tNA,2017-07-25,1
-ATiAtTikuGuqvaW2O6tNA,2017-08-20,1
-ATiAtTikuGuqvaW2O6tNA,2017-09-04,1
-ATiAtTikuGuqvaW2O6tNA,2017-09-07,1
-ATiAtTikuGuqvaW2O6tNA,2017-09-09,1
-ATiAtTikuGuqvaW2O6tNA,2017-09-17,1
-ATiAtTikuGuqvaW2O6tNA,2017-09-19,1
-ATiAtTikuGuqvaW2O6tNA,2017-09-20,1
-ATiAtTikuGuqvaW2O6tNA,2017-10-07,1
-ATiAtTikuGuqvaW2O6tNA,2017-10-08,2
-ATiAtTikuGuqvaW2O6tNA,2017-10-10,1
-ATiAtTikuGuqvaW2O6tNA,2017-10-15,1
-ATiAtTikuGuqvaW2O6tNA,2017-10-20,1
-ATiAtTikuGuqvaW2O6tNA,2017-10-24,2
-ATiAtTikuGuqvaW2O6tNA,2017-10-27,1
-ATiAtTikuGuqvaW2O6tNA,2017-10-29,2
-ATiAtTikuGuqvaW2O6tNA,2017-10-31,1
-ATiAtTikuGuqvaW2O6tNA,2017-11-01,1
-ATiAtTikuGuqvaW2O6tNA,2017-11-03,1
-ATiAtTikuGuqvaW2O6tNA,2017-11-04,1
-ATiAtTikuGuqvaW2O6tNA,2017-11-10,1
-ATiAtTikuGuqvaW2O6tNA,2017-11-11,1
-ATiAtTikuGuqvaW2O6tNA,2017-11-13,2
-ATiAtTikuGuqvaW2O6tNA,2017-11-23,2
-ATiAtTikuGuqvaW2O6tNA,2017-11-25,1
-ATiAtTikuGuqvaW2O6tNA,2017-11-30,1
-ATiAtTikuGuqvaW2O6tNA,2017-12-15,2
-ATiAtTikuGuqvaW2O6tNA,2017-12-24,1
-ATiAtTikuGuqvaW2O6tNA,2018-01-01,1
-ATiAtTikuGuqvaW2O6tNA,2018-01-08,1
-ATiAtTikuGuqvaW2O6tNA,2018-01-29,1
-ATiAtTikuGuqvaW2O6tNA,2018-02-07,1
-ATiAtTikuGuqvaW2O6tNA,2018-02-08,1
-ATiAtTikuGuqvaW2O6tNA,2018-02-17,1
-ATiAtTikuGuqvaW2O6tNA,2018-02-18,1
-ATiAtTikuGuqvaW2O6tNA,2018-02-19,1
-ATiAtTikuGuqvaW2O6tNA,2018-02-20,1
-ATiAtTikuGuqvaW2O6tNA,2018-03-16,1
-ATiAtTikuGuqvaW2O6tNA,2018-03-19,1
-ATiAtTikuGuqvaW2O6tNA,2018-03-20,1
-ATiAtTikuGuqvaW2O6tNA,2018-03-27,1
-ATiAtTikuGuqvaW2O6tNA,2018-04-03,1
-ATiAtTikuGuqvaW2O6tNA,2018-04-08,1
-ATiAtTikuGuqvaW2O6tNA,2018-04-09,1
-ATiAtTikuGuqvaW2O6tNA,2018-04-11,1
-ATiAtTikuGuqvaW2O6tNA,2018-04-13,1
-ATiAtTikuGuqvaW2O6tNA,2018-04-17,1
-ATiAtTikuGuqvaW2O6tNA,2018-04-29,2
-ATiAtTikuGuqvaW2O6tNA,2018-05-03,1
-ATiAtTikuGuqvaW2O6tNA,2018-05-13,1
-ATiAtTikuGuqvaW2O6tNA,2018-05-26,1
-ATiAtTikuGuqvaW2O6tNA,2018-05-28,1
-ATiAtTikuGuqvaW2O6tNA,2018-06-02,1
-ATiAtTikuGuqvaW2O6tNA,2018-06-16,1
-ATiAtTikuGuqvaW2O6tNA,2018-06-26,1
-ATiAtTikuGuqvaW2O6tNA,2018-07-10,1
-ATiAtTikuGuqvaW2O6tNA,2018-07-11,1
-ATiAtTikuGuqvaW2O6tNA,2018-07-13,1
-ATiAtTikuGuqvaW2O6tNA,2018-07-14,1
-ATiAtTikuGuqvaW2O6tNA,2018-07-15,2
-ATiAtTikuGuqvaW2O6tNA,2018-07-18,1
-ATiAtTikuGuqvaW2O6tNA,2018-08-02,1
-ATiAtTikuGuqvaW2O6tNA,2018-08-19,1
-ATiAtTikuGuqvaW2O6tNA,2018-08-28,1
-ATiAtTikuGuqvaW2O6tNA,2018-08-30,1
-ATiAtTikuGuqvaW2O6tNA,2018-08-31,1
-ATiAtTikuGuqvaW2O6tNA,2018-09-02,1
-ATiAtTikuGuqvaW2O6tNA,2018-09-08,1
-ATiAtTikuGuqvaW2O6tNA,2018-09-19,1
-ATiAtTikuGuqvaW2O6tNA,2018-10-01,1
-ATiAtTikuGuqvaW2O6tNA,2018-10-02,1
-ATiAtTikuGuqvaW2O6tNA,2018-10-17,1
-ATiAtTikuGuqvaW2O6tNA,2018-10-25,1
-ATiAtTikuGuqvaW2O6tNA,2018-10-26,1
-ATiAtTikuGuqvaW2O6tNA,2018-11-10,1
-ATiAtTikuGuqvaW2O6tNA,2018-11-12,1
-ATiAtTikuGuqvaW2O6tNA,2018-11-19,1
-ATiAtTikuGuqvaW2O6tNA,2018-12-14,1
-ATiAtTikuGuqvaW2O6tNA,2018-12-20,1
-ATiAtTikuGuqvaW2O6tNA,2019-01-25,1
-ATiAtTikuGuqvaW2O6tNA,2019-02-16,1
-ATiAtTikuGuqvaW2O6tNA,2019-02-22,1
-ATiAtTikuGuqvaW2O6tNA,2019-02-24,2
-ATiAtTikuGuqvaW2O6tNA,2019-03-02,1
-ATiAtTikuGuqvaW2O6tNA,2019-03-28,1
-ATiAtTikuGuqvaW2O6tNA,2019-04-03,1
-ATiAtTikuGuqvaW2O6tNA,2019-04-06,1
-ATiAtTikuGuqvaW2O6tNA,2019-04-07,1
-ATiAtTikuGuqvaW2O6tNA,2019-04-10,1
-ATiAtTikuGuqvaW2O6tNA,2019-05-03,3
-ATiAtTikuGuqvaW2O6tNA,2019-05-25,1
-ATiAtTikuGuqvaW2O6tNA,2019-05-31,2
-ATiAtTikuGuqvaW2O6tNA,2019-06-25,1
-ATiAtTikuGuqvaW2O6tNA,2019-07-07,1
-ATiAtTikuGuqvaW2O6tNA,2019-07-18,1
-ATiAtTikuGuqvaW2O6tNA,2019-08-03,1
-ATiAtTikuGuqvaW2O6tNA,2019-08-12,1
-ATiAtTikuGuqvaW2O6tNA,2019-08-15,1
-ATiAtTikuGuqvaW2O6tNA,2019-08-16,1
-ATiAtTikuGuqvaW2O6tNA,2019-08-22,1
-ATiAtTikuGuqvaW2O6tNA,2019-08-30,2
-ATiAtTikuGuqvaW2O6tNA,2019-09-07,1
-ATiAtTikuGuqvaW2O6tNA,2019-09-10,1
-ATiAtTikuGuqvaW2O6tNA,2019-09-12,1
-ATiAtTikuGuqvaW2O6tNA,2019-09-15,1
-ATiAtTikuGuqvaW2O6tNA,2019-09-20,1
-ATiAtTikuGuqvaW2O6tNA,2019-10-09,1
-ATiAtTikuGuqvaW2O6tNA,2019-10-12,1
-ATiAtTikuGuqvaW2O6tNA,2019-10-19,1
-ATiAtTikuGuqvaW2O6tNA,2019-10-20,1
-ATiAtTikuGuqvaW2O6tNA,2019-10-21,1
-ATiAtTikuGuqvaW2O6tNA,2019-10-25,2
-ATiAtTikuGuqvaW2O6tNA,2019-11-09,1
-ATiAtTikuGuqvaW2O6tNA,2019-11-16,1
-ATiAtTikuGuqvaW2O6tNA,2019-11-24,1
-ATiAtTikuGuqvaW2O6tNA,2019-12-05,2
-CRjqZ4GxZ6lIa_qMj7-yw,2013-01-19,1
-CRjqZ4GxZ6lIa_qMj7-yw,2014-02-16,1
-CRjqZ4GxZ6lIa_qMj7-yw,2014-03-08,1
-CRjqZ4GxZ6lIa_qMj7-yw,2014-04-15,1
-CRjqZ4GxZ6lIa_qMj7-yw,2014-10-14,1
-CRjqZ4GxZ6lIa_qMj7-yw,2014-11-06,1
-CRjqZ4GxZ6lIa_qMj7-yw,2015-01-31,1
-CRjqZ4GxZ6lIa_qMj7-yw,2015-03-14,1
-CRjqZ4GxZ6lIa_qMj7-yw,2015-03-30,1
-CRjqZ4GxZ6lIa_qMj7-yw,2015-09-27,1
-CRjqZ4GxZ6lIa_qMj7-yw,2015-10-18,1
-CRjqZ4GxZ6lIa_qMj7-yw,2015-11-16,1
-CRjqZ4GxZ6lIa_qMj7-yw,2016-01-02,1
-CRjqZ4GxZ6lIa_qMj7-yw,2016-04-23,1
-CRjqZ4GxZ6lIa_qMj7-yw,2016-07-29,1
-CRjqZ4GxZ6lIa_qMj7-yw,2016-08-16,1
-CRjqZ4GxZ6lIa_qMj7-yw,2016-10-09,1
-CRjqZ4GxZ6lIa_qMj7-yw,2017-05-18,1
-CRjqZ4GxZ6lIa_qMj7-yw,2017-06-09,1
-CRjqZ4GxZ6lIa_qMj7-yw,2017-07-04,1
-CRjqZ4GxZ6lIa_qMj7-yw,2017-07-18,1
-CRjqZ4GxZ6lIa_qMj7-yw,2017-08-27,1
-CRjqZ4GxZ6lIa_qMj7-yw,2017-11-08,1
-CRjqZ4GxZ6lIa_qMj7-yw,2018-04-01,1
-CRjqZ4GxZ6lIa_qMj7-yw,2018-06-12,1
-CRjqZ4GxZ6lIa_qMj7-yw,2018-07-19,1
-CRjqZ4GxZ6lIa_qMj7-yw,2019-01-25,1
-CRjqZ4GxZ6lIa_qMj7-yw,2019-02-17,1
-CRjqZ4GxZ6lIa_qMj7-yw,2019-06-05,1
-CRjqZ4GxZ6lIa_qMj7-yw,2019-07-18,1
-CRjqZ4GxZ6lIa_qMj7-yw,2019-12-13,1
-CRjqZ4GxZ6lIa_qMj7-yw,2019-12-23,1
-OIUunijjcq_ZzyyQhPPFQ,2013-01-28,1
-OIUunijjcq_ZzyyQhPPFQ,2013-02-07,1
-OIUunijjcq_ZzyyQhPPFQ,2013-02-09,1
-OIUunijjcq_ZzyyQhPPFQ,2013-02-25,1
-OIUunijjcq_ZzyyQhPPFQ,2013-03-16,1
-OIUunijjcq_ZzyyQhPPFQ,2013-03-19,1
-OIUunijjcq_ZzyyQhPPFQ,2013-03-27,1
-OIUunijjcq_ZzyyQhPPFQ,2013-03-29,1
-OIUunijjcq_ZzyyQhPPFQ,2013-04-13,1
-OIUunijjcq_ZzyyQhPPFQ,2013-04-25,2
-OIUunijjcq_ZzyyQhPPFQ,2013-05-04,1
-OIUunijjcq_ZzyyQhPPFQ,2013-05-05,1
-OIUunijjcq_ZzyyQhPPFQ,2013-05-06,1
-OIUunijjcq_ZzyyQhPPFQ,2013-05-07,1
-OIUunijjcq_ZzyyQhPPFQ,2013-05-24,1
-OIUunijjcq_ZzyyQhPPFQ,2013-06-13,1
-OIUunijjcq_ZzyyQhPPFQ,2013-07-22,1
-OIUunijjcq_ZzyyQhPPFQ,2013-07-28,1
-OIUunijjcq_ZzyyQhPPFQ,2013-08-11,2
-OIUunijjcq_ZzyyQhPPFQ,2013-08-16,1
-OIUunijjcq_ZzyyQhPPFQ,2013-09-21,1
-OIUunijjcq_ZzyyQhPPFQ,2013-09-28,1
-OIUunijjcq_ZzyyQhPPFQ,2013-10-06,1
-OIUunijjcq_ZzyyQhPPFQ,2013-10-11,1
-OIUunijjcq_ZzyyQhPPFQ,2013-10-26,1
-OIUunijjcq_ZzyyQhPPFQ,2013-10-28,1
-OIUunijjcq_ZzyyQhPPFQ,2013-11-02,1
-OIUunijjcq_ZzyyQhPPFQ,2013-11-20,1
-OIUunijjcq_ZzyyQhPPFQ,2013-11-24,2
-OIUunijjcq_ZzyyQhPPFQ,2013-11-25,1
-OIUunijjcq_ZzyyQhPPFQ,2013-11-26,1
-OIUunijjcq_ZzyyQhPPFQ,2013-12-04,1
-OIUunijjcq_ZzyyQhPPFQ,2013-12-08,1
-OIUunijjcq_ZzyyQhPPFQ,2013-12-19,1
-OIUunijjcq_ZzyyQhPPFQ,2013-12-23,1
-OIUunijjcq_ZzyyQhPPFQ,2013-12-27,1
-OIUunijjcq_ZzyyQhPPFQ,2013-12-31,1
-OIUunijjcq_ZzyyQhPPFQ,2014-01-08,1
-OIUunijjcq_ZzyyQhPPFQ,2014-01-20,1
-OIUunijjcq_ZzyyQhPPFQ,2014-01-28,1
-OIUunijjcq_ZzyyQhPPFQ,2014-01-31,1
-OIUunijjcq_ZzyyQhPPFQ,2014-02-06,1
-OIUunijjcq_ZzyyQhPPFQ,2014-02-14,1
-OIUunijjcq_ZzyyQhPPFQ,2014-02-15,1
