review_id,business_id,user_id,stars,date,useful,funny,cool
NYxYahcPBsyVSE88IHNivA,GOSVLhjUT6TnrPhkkmDOpw,JDBlafv8p0UBtVFZ4LnRhw,5,2016-10-14,0,0,0
6j7TrxqNC9FtcRIPrDpRqQ,hUX1yAimviBIhb21D_KtcQ,UYU71DRx-UDAee-eFOFfWw,3,2016-03-17,2,0,0
F_qeQJ7BH1mmxoI_l1WuMA,jULIPydhMj18KOI5OHTwfA,1M1HMZO1_TuTS5tQbHKIgg,3,2017-05-14,0,0,0
bu0BUkenT8c8nnyKUaF0-A,eaDZlSuVS0EY67Ke6pRP6Q,qmpRRF4HAKuGJEujoK-IdQ,5,2016-02-24,0,0,0
DkrsmadeZJj_GERNMIBxVg,Q-prSTdggNlxAEFV88BZOw,LqC5hNXcFVY-jcbyxi-tuQ,5,2013-12-28,0,0,0
FUxvrj8f5YQdAJrUzZFdSQ,BJphaOPeTtqUFF5pauQEhw,7PzSDwOmU6wQd9aKX3-NRg,5,2015-09-10,5,0,1
-gByzTOEA54VenG3s3EqRA,WIv5kTb_P3jnngPkMeRRNw,xy73BfEs7UKuT1PImQWM1g,2,2013-10-03,0,1,0
GHyyQunPh8YubLtk6FlftQ,gCcJTKC40CL0XtYYGfcXDw,Yr7tRi9b5-Na2FWP5ihG2A,4,2013-10-24,0,0,0
wUHUieO_gckt0HcrrI63PQ,Dv6RfXLYe1atjgz3Xf4GGw,5ucOKo929N6dPfNjLuFoEA,5,2013-02-22,1,0,0
KEY5K6jrl18LLtyZ8bfDxg,KgozvZ1UFfXuJToqe8CfQg,_2kdAzmaR6KrWzjBMLoiog,4,2015-11-06,0,0,0
GnuFKewHFclApqd_yXnnjw,u7_3L1NBWgxhBM_B-cmmnA,JW5W4OZCohTvZlRF1jzrTg,4,2017-04-30,0,0,0
Ya17EU5By7NiwiA7YOV34A,WRMlifrYLjRY8q5YUUbfZA,WGF29O7lJKb8sgKqtAmS1g,5,2017-09-09,0,0,0
ZSDnT-TxnDOXfed43-2Ryw,WRMlifrYLjRY8q5YUUbfZA,4SQ-coMQkDT63eYyvksYXg,5,2016-02-24,9,3,3
MA5iblOZ4FWIQ_B3UBKKMA,FHNIvNgh3fS7VZQq2Y3dsA,HYvQKlH_LaPG8-FuJqTw1w,4,2017-01-27,0,0,0
gMhwE86Ef-mkYMtUxrDtlg,U30ggGzFpXvc2NZYwOW3qg,LcVPBNUeENzPlXNbZ2jTQw,5,2013-05-07,1,0,0
VJxazz5W7xzOw-MylSeQCA,-ATiAtTikuGuqvaW2O6tNA,oQUyojSOb6rdMnusw0M5lg,1,2016-01-17,0,0,0
olE4krXhdHesUI6vBM-DNg,2er_V-oAd7IbQ5YTY56r7A,2DOVDCbzd2X1cxs0YeFdrg,4,2016-12-04,0,0,0
YFp9hHkElfJGvvdo5T9MuA,_RwlMTw9uFeOkfX9Ctf1HA,98jv8gu7kAwa2WzIPdw6-w,3,2015-01-04,0,0,0
8x4WVgu2t2MD48_ftQXrLw,ppFCk9aQkM338Rgwpl2F5A,4KNOhaUhegpmZ6sWwJtRTw,4,2014-01-17,0,0,0
8w2nbjeJ1cKbBBMjDmgHpA,Z5po0aTuzKKblek5y6Sp8Q,vnTFuHAXiEWW7Bq_iIpwBA,5,2014-09-25,0,0,0
GWjTumbjnJfPKqgFuM0lDg,2er_V-oAd7IbQ5YTY56r7A,bqmbKKNZnutdZuvzxifTBA,5,2015-11-18,1,0,0
YwwXtjCW2r4tlodyzUfzKA,TFnGJlA5l_HDdzGDkNTdTA,-5X3pQ0XrdZqNU1LHQPnpg,4,2017-08-16,0,0,0
Dkv4YJVG3vOg12i3GJxc-g,NMtUD873aWrNjljt3VOcFA,5kcLlhJPLJL_GLwrAdbZAA,4,2015-04-28,0,0,0
5TN1g0CQ2WQi-Yg1BSFImQ,PYUI1OJVksGUbCrteU68bw,QrVzVbFQ7vyePxrowVSe4w,4,2016-02-12,0,0,0
itYosAiMADdpOutGI908rw,9gObo5ltOMo6UgsaXaHPWA,RhqQNwLWCHArpTwhlaiM9A,4,2016-05-31,0,0,0
qx-EmVNPINe_3eDMEDUAeA,DsKzHnkLKnxZTVsFpts4oA,qsKXDTwhbsZtogfaKIyfoQ,5,2015-06-08,0,0,0
QsD2ddaJ1c7JPcMPI0QTpA,rVfe1LHo55A2fworkm_jVw,vqaJs9VyVLkbixSetsVKyQ,5,2017-04-30,0,0,0
Eb1OSTtYfY-Et9Sa42g8QA,wUnLSg_GKfEIQ5CQQ770_g,qz1XgXvvtRR8WKyWUXSJig,5,2017-02-20,0,0,0
4euQ70qJhaHbkG_iiAEDiA,EtKSTHV5Qx_Q7Aur9o4kQQ,A9Q-_QpJy1mHjlwwP2RwJg,5,2017-07-08,0,0,0
FbHTJfPbg5I_YPBQYooACQ,gCcJTKC40CL0XtYYGfcXDw,g2GDpnMMXO9s0-JVIJnfzQ,3,2014-03-14,0,0,0
PAA9HCjWlYRgG-A7hl5EMA,kkcQYuF3w5iHnHMf0EnRhQ,boC2VXdYY0bs4vOw_jD4bQ,5,2017-09-20,0,0,0
XiAI47_GWuqV0cxwuYB3Bw,DsKzHnkLKnxZTVsFpts4oA,zg2FNzIq6s7n41H1E5NnWg,4,2018-05-28,1,0,0
IZtEteas_Oruk0skO4BaSA,OHzX-ZD9qyoeoxR8Z0dlIA,DUgvASMlwPxHKe6LZSmO4w,5,2015-06-21,0,0,0
k6gumFSqSexf_8pnrJ9JJQ,D5V0Fawd6ODVgqCY8xngsw,gg1-g0_SMysNfkb-nx4x0A,5,2014-08-10,0,0,0
g4ujvqodo1km7BbG8F0QOw,NMtUD873aWrNjljt3VOcFA,1q46zMl7G6TAJ_1Ky5tfCQ,4,2015-01-04,0,0,0
yyAycjhj9pBUWYlZd75IZg,bTve2mwLk5Zc01vRKqc2KQ,rZ4rHwgqTnP4NUcpG_MQvw,5,2016-05-07,0,0,0
pcXlNwB-MNugVS7I0vBp_A,Oun4NN-u5yiHIxDqtJnxgA,KhhlZrnwPbJsgLN5tNrIFQ,5,2013-04-11,2,0,2
5-jOuGmG3pR-tV4t-Z_ZEA,u7_3L1NBWgxhBM_B-cmmnA,xWo5LSE7Tv3gNp-rGE9qZw,3,2017-06-07,0,0,0
qMVwOQNDqYzwodlFJ81GNw,Dv6RfXLYe1atjgz3Xf4GGw,pqlLJVba9KAtahkjvNINYg,4,2018-07-26,0,0,0
0oN6AFhkj2IOf9gGpfZtxA,FHNIvNgh3fS7VZQq2Y3dsA,Mj8mM0pGHEsTLn5uuU9mdw,4,2013-08-03,0,0,0
_WBtTTBflD9r1fPIxcX-Ag,EtKSTHV5Qx_Q7Aur9o4kQQ,uJM_dR32MnrPztZZaC1rSQ,5,2013-04-10,0,0,0
MDd6ndWo-NKn4sMy6UvgnQ,hoYHhfn4w0mVjI60eHDHzA,g2PdtlXNcAf6OFTp1rGLZQ,5,2016-07-14,1,0,0
pLffaOqWKZ0nmkNQWz3-rQ,U30ggGzFpXvc2NZYwOW3qg,2LFCUbzjMQJenKgzZclmpA,5,2016-07-25,0,1,0
jZ-VRHMJgWv6eNOdN-7Kzw,8LonS_bxNmCDk3FWiG9lzA,i_J86e4f0BCRPFlWGdnl7w,5,2018-10-03,0,0,0
6QY0KfUbIMSbVVNnSSes-g,J-ciDDEdIHMcChGIyKZnOg,kp0VIIHduhfVQSvsgRtskg,4,2017-09-21,0,0,0
pD3eUWVZh7BRrj-ldf4LoA,y44MbCvvtmg1FpkNGSWisw,u3QY-afIktF3iUYHiKYT0g,1,2014-07-14,0,0,0
g734ECK2zY-JrGmvzom10g,eaDZlSuVS0EY67Ke6pRP6Q,qwV1iiQRv6VukrUeirqToQ,2,2016-07-25,0,1,0
tQ0XA97ameRN3UBxEdbsgg,vCHNWdW-ys-nWUx3Cpvk8Q,1Y6JyxClyJyJoEqn2Goi_Q,5,2016-09-18,0,0,0
AoK4JBbc8_4H8sMGyInY_w,qDkbudGRfmJvf7trQZea4g,SAcg8qt12JKyN5yLDjniaw,5,2014-05-26,0,0,0
kyjaqazHasxVAweZG2xxPw,P8QLcGZZOPgl9w_3ARBKiQ,jqTa-RtGU26q3TFTmMZOAw,2,2015-03-05,1,0,0
cQfnW8ICklfTjsZg7a7Wwg,2er_V-oAd7IbQ5YTY56r7A,9n--D6pBfsJM7UJuZMVzAA,5,2016-07-03,0,0,0
mO5ORZk4nlKLtMI0PHMHtw,NeY1bH6IKJxnn4YAixibsQ,yiKkxcuQdB04PVUW7OgtNw,3,2016-09-30,0,0,0
oVSmMGam9q_oh2XMNjDCcw,1NCUTTp6rIyXpwUDVv9qOA,2vvGv46x-nHQyk8GxJ23PA,5,2014-11-12,0,0,0
Hvw1Hxmla7phoWVpyxBCHQ,u7_3L1NBWgxhBM_B-cmmnA,ncWuUSITGNp8Q2-WHjtCLw,2,2014-11-12,0,0,0
HBCwI0ahXuni3x030HGKFA,-Or44IdY51Ukd618kikmtA,WKe2b_EeLBnZ3lZV5WKYGQ,4,2016-07-25,0,0,0
D9Toy0Ve0j77tp2iHVW3HA,NeY1bH6IKJxnn4YAixibsQ,92KVnXQL9KH5A_aX-lnEdA,2,2014-04-19,0,0,0
vYKa4veJpNQLZgNcsq_3dA,14ZGwnDyydXdSBsLXpSUrA,WuiEYopWZOWOuWQD87fVSw,4,2015-05-27,4,0,0
nTj6Dy7YHplPXI5oxcnByA,HTqXI5S2XcSlh_ylx9sE6g,fwpHDRkxm7ZNxUtl3ExHmw,1,2015-08-06,0,0,0
Xzp21PmRtxLJ01y-nE6OiA,HTqXI5S2XcSlh_ylx9sE6g,vXJ7qdNJY4Rjv0zcKkdKYg,5,2013-11-14,0,0,0
lFOPUydz0xefJIm6f7ohlA,REns5fQe45Nk_D2UwQyr0w,Sd182Zr658aBrIWD6dKVcQ,5,2013-08-03,0,0,0
uUgE0wUTQCSb6XJhS7HoaA,sdWuLh-auc0nC2Jy6_26AQ,E4jlvs9yLDX_cepZJ7a9Dg,5,2014-05-26,1,1,1
0tW7_XsHYl_wMUW38iiX2A,3lBooCffgkW7tVSG5kILBA,yrw5SjUdKviAojOrsynWuw,3,2017-04-08,0,0,0
64heHyDtwXbOdb4EyyKSnA,JUlsvVAvZvGHWFfkKm0nlg,EKToYd0d_etcJDv9NLy4cw,2,2015-08-07,0,0,0
o_zP5tPURrGDCFR8c4W8PA,O6hY9yenifuRXrpc4TfgsQ,pamPk2N-OrlMjrY_cFJN5Q,5,2015-07-03,2,0,2
aKEfR482-z4RinFh3_FP1w,d_tRshM-w6S4QxE4VVi8tQ,urxYenJHTllQanlE8pXLFA,4,2017-10-24,0,0,0
6UZO5FCxAHX1DdobLmMH5A,htO_nlxkEsYHzDrtbiUxew,1R7aepKjkARInsWdHRDJuw,5,2016-07-03,0,2,0
ZsN-i-fbnCCDHNRjITCCCA,gCcJTKC40CL0XtYYGfcXDw,ZOTO_NYeLXgkzAlI4UaTGA,5,2013-10-24,0,0,0
5Yy5ednS76755mL56QMbTg,8LonS_bxNmCDk3FWiG9lzA,L-lg41MG7tyfdacFEn286w,5,2018-09-03,0,0,0
ZtwmO21-3YAaSrhxvHZwTg,JUlsvVAvZvGHWFfkKm0nlg,jDSzMndkrWzYD9jOf84pMg,4,2014-01-17,0,1,0
3SKPP9EeTDtqSAkbes84SA,GUMVStVaJfWmCIpQA4TtHg,4yecY-NxOtnjABr5U5lstw,1,2017-03-03,0,0,0
ANhpRdWXxuC2OTt7RblZ6Q,9gObo5ltOMo6UgsaXaHPWA,TPdzRQGdxoF3MOrJFrASLQ,5,2018-05-08,2,0,1
XWs3JW2wboGq_aIUk81Pzw,1NCUTTp6rIyXpwUDVv9qOA,XQHA8cLOM5vztrYU0TWPrw,4,2016-02-23,0,0,0
CQfCkDhRspt1ctBy3sz3XQ,I9DCtzUgR4gamBFMVsdY8g,EJzRtdXROAfTyuF5jITFjA,4,2014-12-17,0,0,0
UCSXhgQwhN6xpyEwksmF5g,AWJyivVwe3t9BO-k8D0ynQ,wAJDCgKtd8zi9v0k9LYZlw,3,2018-06-26,0,0,0
kh4JfWMREDe67lvvGiJvvA,E1gf1YIWOo1BgzMUwJtEZg,zlfFzQ3TNLvTNdCnmYM3gg,5,2017-05-13,0,0,1
QuvsC1vH00EgThlP1GFryQ,7MaaaorooHRAqkQXcTqmrg,ggLgk1sO0f0sl5c9OiBOcQ,1,2014-03-14,0,0,0
mfw86JhavKYEDLAcAbw6EA,WYYdQDjx-DsCanlP0DpImQ,lIH_bOsAUxMNoI98Ko4YMQ,5,2018-03-03,0,0,0
MytUuUiecRwL_jMJlVoUrA,rQW9iupvhk6ScPn2VPNLVQ,NUtIAX-ygn474tDg5nmesg,5,2015-02-16,3,2,1
qeW_tAQwF_7Ua40LtGMnow,Dv6RfXLYe1atjgz3Xf4GGw,gCRBwUVGLxoxm85deceFLA,4,2014-08-24,0,0,0
5QU0DFF-8YZuWv98EFqnQg,uVJkqQ1U9MH7hBorrwGhBg,jYL0n90p-LoBnVAf_7Q0VQ,2,2014-05-07,5,0,1
IvWRvqzdhaa57iqvcrawvw,Z5po0aTuzKKblek5y6Sp8Q,dCehRsK_TxjZ3hHfwkVG2A,5,2015-07-16,0,0,0
VJrYSI4q_PxfJ8hs1N3wKw,uE40984_YDgVvPeRpFcCaQ,ijXtS4-TyUDb0bUFngI38g,5,2015-03-05,0,0,0
O1pcB5dkrY1p-E8UsGxsqg,Q-prSTdggNlxAEFV88BZOw,jSs2q7mM_L9ZdBxgJ_gV7g,5,2018-07-26,1,1,1
z_fgvINjKZCw5RgByaTxxw,QdN72BWoyFypdGJhhI5r7g,dldfg-X_QbBkhR2DOsQFWg,5,2016-11-10,0,0,0
OZLKicbO1W51nW6pIU5ZyQ,SIoCIxjn4jLt2O-4DajWJw,b47MFJu3LYjv6xmCRv0dUA,3,2017-11-06,2,1,1
NaR7m_i3BXxqwJWQJMHRVg,uE40984_YDgVvPeRpFcCaQ,hig52-Z4UmkT977j6d46nw,1,2016-03-07,1,1,0
zn2RKBxqVNRAwfzJSRslPQ,eFvzHawVJofxSnD7TgbZtg,-Z22QbTkRQHH_PyNrrRSYw,5,2014-01-17,0,0,0
oJ2Oi5aC2_epCoRYNy0jAA,htO_nlxkEsYHzDrtbiUxew,UiIwapR1KXxPoZOkpuQ1KA,5,2016-08-03,1,0,0
2pzB_qAKWpdMVLPBuxFwMw,-Or44IdY51Ukd618kikmtA,BjuyUyTG5B1AXHEjHnJO6w,5,2016-07-15,2,1,1
fuLKGMSx3p-hJK302Zbfqw,uIZwBkvWicqyWraXvYOipw,d0FbFaZuJWfai0RYsUS7qw,5,2015-03-19,3,0,0
3dZfpswZ8019EkzUKW_yGA,LdK6Tqr9-QK8eNezCUes9A,73H-j9D6hk8R5XZXAmaLNQ,4,2014-10-11,0,0,0
dSrA4BSbUaF5gjt2UErsEQ,EtKSTHV5Qx_Q7Aur9o4kQQ,sZuL9iA687GMN6AY3XBCIQ,4,2015-06-21,0,0,0
ybz614-jC64lKO-PuI2ucA,oBhJuukGRqPVvYBfTkhuZA,Kjy8_d2ekv1yETeZNFrZBA,5,2017-11-06,0,0,0
iOQ_bnKI5HfPbH43DMAw6w,YtSqYv1Q_pOltsVPSx54SA,n0zPBuXxQuxHOQmA4ehcvQ,3,2013-01-27,0,0,0
_k7H8Uwv2j-xuBbHQ9y9-g,B-DiQpcSTJ7oMMnwzbAGTQ,XiEkBO-U69VBYqPYGGg1vA,5,2017-03-03,1,0,2
Y6syiuDXfhfTbEpKoOr-bA,gCcJTKC40CL0XtYYGfcXDw,CJWpbRx64B1sbfExm9W6Rg,5,2013-08-04,1,0,1
IE7l-3a7pbyXAEZORF5qpg,B-DiQpcSTJ7oMMnwzbAGTQ,0v9ouDw3jLW4dAt9Z60dWg,5,2014-02-24,3,0,1
PBN1u7g70HYL3_0KvaTE5g,PYUI1OJVksGUbCrteU68bw,54HB_v5w1Se8-poiu7i7XA,2,2018-02-11,0,0,0
djHy1CAL_19ZVbJTwacB9w,XpTNCVbO5wL1DtDyKzKqfA,mYz3lr5su-_8o_9JCwrdBw,5,2016-04-23,0,1,1
ZJ_yBWprHRJrvaaoUJXYlw,L_sXNadtVHjxMw7Yhvkj9Q,Epp3SHBja2SisxGbEJE-WQ,5,2017-01-27,1,0,1
OKIhMkOMBNdyh_O628Fjwg,LnZvGYbqozanOSevcftnrw,d5FtPRF4tMb8Iyzr_HPJew,3,2014-04-19,0,0,0
Gfi6Hv6x-pizu2t78EkYnQ,JomDoQafikclSVVCPkWjnA,A8OMSgdQ8bgsfMs69VKSXw,4,2014-09-10,1,0,0
nRW-tnKDxj-bZdxxaJxcVg,u7_3L1NBWgxhBM_B-cmmnA,mukbs7Bj65O2fIVMi935nA,5,2014-05-26,0,0,0
UefBqGyNA1NEPviOLWXHlg,MMRRS6YhVRx_iN5-JhMRYg,w5iiF7drL4mKBBO8oAUQqg,3,2015-01-18,0,0,0
hvE-gtTL0WGmFKClR38L1w,Q-prSTdggNlxAEFV88BZOw,xRaI1T8xgNVuIDK3_nmOnA,5,2013-02-22,0,0,0
fxWnU4OqONBNoQhEcyazSg,krTHKI0YOpASr4gz2CVWFw,hImphCrKdXy4rYj7TSZRgw,1,2014-11-30,2,0,0
FxVOpyRFrwlD_dgsYqlFig,pVHbXwsqLxNzAx9rdwy2EA,VwyOWleSd8iE4jS4nAn9CA,1,2013-01-27,1,0,0
65D0YYDOoZZSC6WaVtQ-zQ,C_EtrXTygRX5RTUOKtO6Dg,6zEHO13i0BvlLfI6C6qNsw,5,2018-01-21,1,0,0
_m53UNILO8Z7t3dAlkiOCQ,y1HgVnt4K5owmYXC5yXLGg,F7WK15KWANbP776XPUkKgg,5,2017-07-08,0,0,0
MB53hHzv_IMAcLcQsLbReg,MMRRS6YhVRx_iN5-JhMRYg,GxpxKYgmVn6kJOx9unoTKQ,3,2013-10-03,0,0,0
ggBmY_RyN8dNC2HQVyceVQ,Fc_8eLlcq5yy4DzrEeqEaQ,-QmEKJ_CzZnT9biZHddfZQ,3,2017-03-27,0,1,1
7JIIb3k0SkjirS_K1kVPTA,OHzX-ZD9qyoeoxR8Z0dlIA,V9n2Qyr-dvNg00BwMWqquQ,5,2013-12-07,1,0,1
9qX35fbJKjciv46F_O9mKA,Dv6RfXLYe1atjgz3Xf4GGw,_Snvv_nGfpctBG4OOWwGLg,3,2014-05-07,0,0,0
_25g7W7KoctQSDyVH23duw,Dv6RfXLYe1atjgz3Xf4GGw,nX4Ekqr83NbZC8epU5sFyA,5,2018-09-14,0,0,0
Cj4SUpCNJoKIYR0Y4OMjDw,9gObo5ltOMo6UgsaXaHPWA,k8lcHQcepSU46MRE9cOVYQ,5,2017-11-18,0,0,0
KaTxEJgB05cNCWIvm7GubQ,TFnGJlA5l_HDdzGDkNTdTA,scdTjUdj76BNg78b88yXrA,1,2018-10-04,0,0,0
a5Fmk_AKuHdJRFgrmucIyw,4_W5pstoN1166TGjjPOrMg,872FORir4mzJpEM74EbXdw,2,2017-09-09,0,0,0
2EcOmxqoM8EV2lGz_bSqwQ,XpTNCVbO5wL1DtDyKzKqfA,PDGbV2SonqNmXvN_OgVs7w,5,2017-01-28,0,0,0
cQcRQDEuAfT27fdW_kT5cQ,dChRGpit9fM_kZK5pafNyA,g9RJ3rbeIp5ZbMnGPqvOUA,5,2018-06-19,1,0,0
-QMY6GJ1rHGVlOyKBHgV1g,uE40984_YDgVvPeRpFcCaQ,wABHp4fGUC-0acRKhmQO2A,4,2016-03-07,0,0,0
SZUscLQYenYn4HnxoQ7axw,VRnJgj0IvxoksHppE78X2Q,wKHa26vllgllsoqhn-jT8A,5,2016-12-19,1,0,0
